호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격,가장 가까운 공항,가장 가까운 공항과의 거리,가장 가까운 공항까지 시간
하나모미지,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",8.6,4성급,129207,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",8.8,3성급,146691,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",8.7,4성급,281566,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",8.4,3성급,81465,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",9.8,3성급,221208,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",,3성급,232755,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-19,2023-09-20,삿포로,"리조트,펜션,료칸",7.6,4성급,77427,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",8.6,4성급,132126,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",8.8,3성급,158046,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",8.7,4성급,272686,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",9.8,3성급,216477,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",,3성급,206895,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-20,2023-09-21,삿포로,"리조트,펜션,료칸",7.6,4성급,62872,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",8.6,4성급,122581,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",8.8,3성급,145201,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",8.7,4성급,258737,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",8.4,3성급,81465,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",9.8,3성급,260680,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",,3성급,206895,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-21,2023-09-22,삿포로,"리조트,펜션,료칸",7.6,4성급,58655,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",8.6,4성급,552707,New Chitose Airport,66.6 km,1 hour 18 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",8.7,4성급,296060,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",8.4,3성급,86186,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",9.8,3성급,231549,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",,3성급,448270,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-22,2023-09-23,삿포로,"리조트,펜션,료칸",7.6,4성급,90568,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-23,2023-09-24,삿포로,"리조트,펜션,료칸",8.6,4성급,536208,New Chitose Airport,66.6 km,1 hour 18 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-23,2023-09-24,삿포로,"리조트,펜션,료칸",8.7,4성급,365275,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-23,2023-09-24,삿포로,"리조트,펜션,료칸",8.4,3성급,96017,New Chitose Airport,49.6 km,59 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-23,2023-09-24,삿포로,"리조트,펜션,료칸",,3성급,465511,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-23,2023-09-24,삿포로,"리조트,펜션,료칸",7.6,4성급,95757,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",8.6,4성급,132126,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",8.8,3성급,171513,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",8.7,4성급,292069,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",9.8,3성급,216477,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",,3성급,206895,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-24,2023-09-25,삿포로,"리조트,펜션,료칸",7.6,4성급,75078,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",8.6,4성급,459770,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",8.8,3성급,145201,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",8.7,4성급,258737,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",9.8,3성급,207207,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",,3성급,181033,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-25,2023-09-26,삿포로,"리조트,펜션,료칸",7.6,4성급,77427,New Chitose Airport,49.2 km,57 mins
온센 료칸 유엔 삿포로,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",8.8,3성급,145201,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",8.7,4성급,280477,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",9.8,3성급,244181,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",,3성급,181033,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-26,2023-09-27,삿포로,"리조트,펜션,료칸",7.6,4성급,90568,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",8.6,4성급,160863,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",8.8,3성급,158046,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",8.7,4성급,266347,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",9.8,3성급,207207,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",,3성급,206895,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-27,2023-09-28,삿포로,"리조트,펜션,료칸",7.6,4성급,90568,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",8.6,4성급,459770,New Chitose Airport,66.6 km,1 hour 18 mins
온센 료칸 유엔 삿포로,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",8.8,3성급,145528,New Chitose Airport,49.2 km,57 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",8.7,4성급,272686,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",9.8,3성급,216477,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",,3성급,181033,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-28,2023-09-29,삿포로,"리조트,펜션,료칸",7.6,4성급,90568,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",8.6,4성급,459770,New Chitose Airport,66.6 km,1 hour 18 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",8.7,4성급,281566,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",9.8,3성급,221208,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",,3성급,232755,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-29,2023-09-30,삿포로,"리조트,펜션,료칸",7.6,4성급,55299,New Chitose Airport,49.2 km,57 mins
하나모미지,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",8.6,4성급,285155,New Chitose Airport,66.6 km,1 hour 18 mins
조잔케이 쓰루가 리조트 스파 모리 노 우타,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",8.7,4성급,366179,New Chitose Airport,70.4 km,1 hour 20 mins
나카무라야 료칸,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",8.4,3성급,96660,New Chitose Airport,49.6 km,59 mins
료칸 누쿠모리-노-야도 후루카와,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",9.8,3성급,350748,New Chitose Airport,66.3 km,1 hour 17 mins
Oishiiyado Shikishima Jozankei Bettei,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",,3성급,465511,New Chitose Airport,70.4 km,1 hour 20 mins
샤토레제 갸또 킹덤 삿포로 호텔 & 리조트,2023-09-30,2023-10-01,삿포로,"리조트,펜션,료칸",7.6,4성급,78730,New Chitose Airport,49.2 km,57 mins
호텔 스트라타 나하,2023-09-01,2023-09-02,오키나와,호텔,8.7,3성급,67786,Naha Airport,4.7 km,11 mins
하얏트 리젠시 나하 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.7,4성급,169712,Naha Airport,6.3 km,17 mins
호텔 마하이나 웰니스 리조트 오키나와,2023-09-01,2023-09-02,오키나와,호텔,7.8,3성급,94151,Naha Airport,97.6 km,1 hour 39 mins
더 비치 타워 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.2,4성급,188253,Naha Airport,20.0 km,37 mins
JR 규슈 호텔 블로섬 나하,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,111531,Naha Airport,4.7 km,11 mins
레쿠 오키나와 차탄 스파 & 리조트,2023-09-01,2023-09-02,오키나와,호텔,8.9,4성급,231712,Naha Airport,15.3 km,24 mins
호텔 문 비치,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,200665,Naha Airport,50.2 km,53 mins
오리엔탈 호텔 오키나와 리조트 & 스파,2023-09-01,2023-09-02,오키나와,호텔,8.4,4성급,151383,Naha Airport,64.6 km,1 hour 7 mins
할레쿨라니 오키나와,2023-09-01,2023-09-02,오키나와,호텔,9.3,5성급,653886,Naha Airport,63.2 km,1 hour 5 mins
베셀 호텔 캄파나 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,286402,Naha Airport,20.5 km,39 mins
호텔 오리온 모토부 리조트 & 스파,2023-09-01,2023-09-02,오키나와,호텔,8.9,4성급,311106,Naha Airport,98.9 km,1 hour 41 mins
힐튼 오키나와 세소코 리조트,2023-09-01,2023-09-02,오키나와,호텔,8.4,4성급,307441,Naha Airport,95.6 km,1 hour 34 mins
네스트 호텔 나하,2023-09-01,2023-09-02,오키나와,호텔,8.3,3성급,72362,Naha Airport,4.7 km,11 mins
알몬트 호텔 나하 겐초마에,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,71092,Naha Airport,4.6 km,10 mins
호텔 안테룸 나하,2023-09-01,2023-09-02,오키나와,호텔,8.8,3성급,59820,Naha Airport,4.7 km,11 mins
문 비치 팰리스 호텔,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,261977,Naha Airport,50.2 km,53 mins
호텔 콜렉티브,2023-09-01,2023-09-02,오키나와,호텔,9.1,4성급,167973,Naha Airport,5.4 km,15 mins
마린 피아자 오키나와,2023-09-01,2023-09-02,오키나와,호텔,7.7,3성급,112050,Naha Airport,96.5 km,1 hour 37 mins
더블트리 바이 힐튼 오키나와 자탄 리조트,2023-09-01,2023-09-02,오키나와,호텔,8.8,4성급,354012,Naha Airport,21.3 km,39 mins
문 오션 기노완 호텔 앤 레지던스,2023-09-01,2023-09-02,오키나와,호텔,8.5,4성급,282112,Naha Airport,13.6 km,24 mins
호텔 몬토레 오키나와 스파＆리조트,2023-09-01,2023-09-02,오키나와,호텔,8.8,4성급,302044,Naha Airport,15.3 km,24 mins
더 유인치 호텔 난조,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,71898,Naha Airport,17.3 km,30 mins
호텔 그레이스리 나하,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,55193,Naha Airport,5.0 km,13 mins
호텔 WBF 아트 스테이 나하,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,52923,Naha Airport,6.0 km,15 mins
GRG 호텔 나하,2023-09-01,2023-09-02,오키나와,호텔,8.2,3성급,46236,Naha Airport,5.2 km,11 mins
호텔 팜 로열 나하 고쿠사이 스트리트,2023-09-01,2023-09-02,오키나와,호텔,8.2,3성급,77656,Naha Airport,5.7 km,17 mins
호텔 오키나와 위드 산리오 캐릭터,2023-09-01,2023-09-02,오키나와,호텔,8.3,3성급,81945,Naha Airport,15.3 km,24 mins
리가 로얄 그랑 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.9,4성급,128599,Naha Airport,4.2 km,8 mins
호텔 로코어 나하,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,70442,Naha Airport,4.7 km,11 mins
오키나와 나하나 호텔 & 스파,2023-09-01,2023-09-02,오키나와,호텔,7.7,4성급,60423,Naha Airport,15.3 km,24 mins
도큐 스테이 오키나와 나하,2023-09-01,2023-09-02,오키나와,호텔,8.7,3성급,110032,Naha Airport,4.7 km,11 mins
더 리츠칼튼 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.8,5성급,625613,Naha Airport,75.0 km,1 hour 8 mins
컴포트 호텔 나하 프리펙추얼 오피스,2023-09-01,2023-09-02,오키나와,호텔,7.8,3성급,100643,Naha Airport,4.7 km,11 mins
라젠트 호텔 오키니와 자탄,2023-09-01,2023-09-02,오키나와,호텔,8.7,4성급,31770,Naha Airport,15.3 km,24 mins
르와지르 스파 타워 나하,2023-09-01,2023-09-02,오키나와,호텔,8.2,4성급,132513,Naha Airport,4.7 km,11 mins
머큐어 호텔 오키나와 나하,2023-09-01,2023-09-02,오키나와,호텔,8.2,3성급,75180,Naha Airport,5.0 km,12 mins
다이와 로이넷 호텔 나하 고쿠사이도리,2023-09-01,2023-09-02,오키나와,호텔,8.4,3성급,83023,Naha Airport,7.9 km,19 mins
오키나와 가리유시 비치 리조트 오션 스파,2023-09-01,2023-09-02,오키나와,호텔,7.9,4성급,133104,Naha Airport,64.1 km,1 hour 6 mins
쉐라톤 오키나와 선마리나 리조트,2023-09-01,2023-09-02,오키나와,호텔,8.6,4성급,341429,Naha Airport,51.0 km,53 mins
오키나와 하버뷰 호텔,2023-09-01,2023-09-02,오키나와,호텔,8.1,4성급,74227,Naha Airport,15.3 km,24 mins
호텔 오션 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,51910,Naha Airport,15.3 km,24 mins
오쿠마 프라이빗 비치 & 리조트,2023-09-01,2023-09-02,오키나와,호텔,8.5,4성급,161003,Naha Airport,105 km,1 hour 45 mins
호텔 JAL 시티 나하,2023-09-01,2023-09-02,오키나와,호텔,8.6,3성급,88300,Naha Airport,5.4 km,15 mins
노보텔 오키나와 나하 호텔,2023-09-01,2023-09-02,오키나와,호텔,8.4,4성급,82577,Naha Airport,4.7 km,11 mins
호텔 라이브맥스 나하-마쓰야마,2023-09-01,2023-09-02,오키나와,호텔,6.9,3성급,42895,Fukuoka Airport,324 km,5 hours 51 mins
베스트 웨스턴 오키나와 고우키 비치,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,104624,Naha Airport,15.3 km,24 mins
호텔 유가후 인 오키나와,2023-09-01,2023-09-02,오키나와,호텔,8.2,3성급,52121,Naha Airport,79.0 km,1 hour 13 mins
알몬트 호텔 나하 오모로마치,2023-09-01,2023-09-02,오키나와,호텔,8.2,3성급,59638,Naha Airport,7.9 km,19 mins
카후 리조트 후차쿠 콘도 호텔,2023-09-01,2023-09-02,오키나와,호텔,8.6,4성급,322635,Naha Airport,50.8 km,52 mins
더 나하 테라스,2023-09-01,2023-09-02,오키나와,호텔,8.6,4성급,174912,Naha Airport,7.0 km,18 mins
퍼시픽 호텔 오키나와,2023-09-01,2023-09-02,오키나와,호텔,7.5,3성급,61280,Naha Airport,5.2 km,10 mins
로와지르 호텔 나하,2023-09-01,2023-09-02,오키나와,호텔,7.6,3성급,94414,Naha Airport,4.9 km,11 mins
베스트 웨스턴 오키나와 온나 비치,2023-09-01,2023-09-02,오키나와,호텔,8.5,3성급,108303,Naha Airport,37.7 km,1 hour 2 mins
호텔 로코 인 오키나와,2023-09-01,2023-09-02,오키나와,호텔,7.9,3성급,33407,Naha Airport,15.3 km,24 mins
시사이드 호텔 더 비치,2023-09-01,2023-09-02,오키나와,호텔,7.9,3성급,65791,Naha Airport,22.6 km,43 mins
호텔 닛코 아리비라,2023-09-01,2023-09-02,오키나와,호텔,8.9,4성급,262607,Naha Airport,33.3 km,1 hour 3 mins
로얄 호텔 오키나와 잔파미사키,2023-09-01,2023-09-02,오키나와,호텔,8.1,3성급,167118,Naha Airport,36.1 km,1 hour 8 mins
